order_id,customer_id,order_date,product_category,order_value,customer_age,customer_region
4699,361,2025-01-28,Grocery,15.94,28.0,East
308,665,2025-01-29,Clothing,6.53,40.0,North
358,1071,2025-01-29,Clothing,21.15,18.0,West
971,359,2025-01-29,Clothing,37.33,22.0,East
1008,605,2025-01-29,Beauty,30.73,41.0,West
1177,380,2025-01-29,Home,9.81,49.0,East
1976,61,2025-01-29,Grocery,6.38,42.0,South
2158,759,2025-01-29,Sports,27.11,32.0,West
2177,127,2025-01-29,Grocery,5.61,26.0,East
2401,8,2025-01-29,Electronics,63.3,32.0,West
3183,897,2025-01-29,Electronics,37.03,34.0,North
3410,569,2025-01-29,Home,14.29,35.0,North
3419,117,2025-01-29,Clothing,10.23,22.0,South
3461,500,2025-01-29,Sports,21.64,27.0,North
3730,767,2025-01-29,Clothing,28.72,27.0,Central
3869,266,2025-01-29,Clothing,9.02,25.0,North
3987,373,2025-01-29,Clothing,16.5,46.0,North
4112,576,2025-01-29,Clothing,19.17,29.0,East
4167,555,2025-01-29,Home,44.9,50.0,East
4211,182,2025-01-29,Sports,64.94,20.0,West
4445,885,2025-01-29,Home,40.59,29.0,West
4472,1052,2025-01-29,Grocery,11.69,25.0,North
891,120,2025-01-30,Sports,44.3,34.0,South
927,650,2025-01-30,Beauty,6.84,18.0,East
965,1139,2025-01-30,Home,53.84,33.0,East
2013,184,2025-01-30,Grocery,25.6,31.0,Central
2503,904,2025-01-30,Grocery,5.62,43.0,South
2895,313,2025-01-30,Clothing,49.26,25.0,West
375,1064,2025-01-31,Home,17.63,31.0,West
452,1110,2025-01-31,Electronics,32.1,40.0,Central
1044,447,2025-01-31,Sports,16.64,38.0,South
1407,417,2025-01-31,Sports,11.77,34.0,West
1683,43,2025-01-31,Electronics,37.69,45.0,Central
2195,789,2025-01-31,Beauty,28.56,50.0,South
2793,867,2025-01-31,Grocery,6.5,61.0,East
3656,578,2025-01-31,Grocery,7.6,32.0,North
3720,316,2025-01-31,Grocery,4.86,43.0,North
3826,1085,2025-01-31,Beauty,52.66,31.0,West
4904,865,2025-01-31,Electronics,85.03,44.0,South
337,1156,2025-02-01,Home,29.82,37.0,West
372,794,2025-02-01,Sports,17.63,34.0,North
586,1110,2025-02-01,Sports,19.84,40.0,West
652,784,2025-02-01,Clothing,69.8,27.0,East
1790,905,2025-02-01,Beauty,29.29,39.0,North
2345,706,2025-02-01,Clothing,33.27,26.0,Central
3123,566,2025-02-01,Home,22.89,18.0,South
4668,167,2025-02-01,Sports,35.06,34.0,Central
873,137,2025-02-02,Grocery,17.92,46.0,Central
1355,264,2025-02-02,Clothing,38.93,46.0,East
1634,1057,2025-02-02,Electronics,50.83,27.0,North
2362,902,2025-02-02,Beauty,7.16,27.0,East
3135,853,2025-02-02,Clothing,17.38,31.0,North
4368,171,2025-02-02,Beauty,22.69,37.0,Central
4537,98,2025-02-02,Beauty,7.34,56.0,South
660,346,2025-02-03,Home,27.62,31.0,East
1294,6,2025-02-04,Sports,24.95,24.0,East
2420,503,2025-02-04,Grocery,7.99,35.0,North
2803,1188,2025-02-04,Clothing,14.6,29.0,North
3899,365,2025-02-04,Clothing,24.84,39.0,South
4041,395,2025-02-04,Grocery,16.68,28.0,East
4050,548,2025-02-04,Clothing,49.05,48.0,North
191,821,2025-02-05,Home,17.45,21.0,Central
791,115,2025-02-05,Beauty,14.84,29.0,Central
1138,440,2025-02-05,Grocery,13.91,19.0,Central
1259,649,2025-02-05,Electronics,78.95,22.0,East
2083,390,2025-02-05,Beauty,31.04,31.0,South
2694,510,2025-02-05,Grocery,3.08,42.0,South
3049,204,2025-02-05,Electronics,77.69,18.0,Central
3466,900,2025-02-05,Electronics,26.07,22.0,North
407,521,2025-02-06,Clothing,14.77,38.0,West
616,768,2025-02-06,Grocery,9.62,23.0,South
1795,574,2025-02-06,Home,27.71,28.0,West
1929,220,2025-02-06,Clothing,20.84,38.0,West
2434,378,2025-02-06,Grocery,5.4,45.0,Central
2471,1071,2025-02-06,Grocery,18.63,18.0,West
3262,576,2025-02-06,Grocery,43.38,29.0,North
3690,201,2025-02-06,Beauty,20.54,25.0,South
3755,46,2025-02-06,Grocery,6.93,37.0,South
3921,1126,2025-02-06,Clothing,15.84,25.0,West
4186,687,2025-02-06,Sports,27.9,48.0,North
4612,390,2025-02-06,Home,18.65,31.0,South
4615,673,2025-02-06,Grocery,14.58,38.0,Central
4704,1025,2025-02-06,Clothing,9.94,51.0,North
294,398,2025-02-07,Home,10.47,42.0,South
1585,763,2025-02-07,Electronics,29.94,24.0,Central
2157,532,2025-02-07,Beauty,17.19,18.0,Central
2245,854,2025-02-07,Electronics,58.05,38.0,Central
3166,482,2025-02-07,Home,29.11,33.0,West
3216,318,2025-02-07,Grocery,17.55,45.0,North
3523,994,2025-02-07,Sports,50.86,50.0,East
3697,370,2025-02-07,Grocery,25.45,20.0,North
4380,1116,2025-02-07,Grocery,15.0,22.0,East
4383,424,2025-02-07,Electronics,21.89,25.0,West
4845,902,2025-02-07,Grocery,24.18,27.0,North
135,954,2025-02-08,Beauty,15.92,23.0,East
1374,505,2025-02-08,Home,21.38,48.0,Central
1861,888,2025-02-08,Grocery,8.26,49.0,Central
2367,405,2025-02-08,Grocery,8.45,35.0,Central
3609,741,2025-02-08,Clothing,31.18,36.0,South
4386,866,2025-02-08,Electronics,34.8,43.0,West
1751,1118,2025-02-09,Grocery,19.42,26.0,Central
2476,508,2025-02-09,Electronics,63.74,33.0,West
3362,894,2025-02-09,Sports,25.74,48.0,North
3757,765,2025-02-09,Clothing,6.33,20.0,Central
4054,973,2025-02-09,Beauty,25.34,48.0,Central
4098,177,2025-02-09,Clothing,24.34,29.0,South
4116,570,2025-02-09,Beauty,41.77,21.0,North
4876,798,2025-02-09,Clothing,16.51,33.0,West
504,1041,2025-02-10,Home,22.56,27.0,West
1148,923,2025-02-10,Clothing,9.34,21.0,North
1819,163,2025-02-10,Grocery,21.48,20.0,North
2168,1012,2025-02-10,Grocery,12.77,26.0,Central
2449,934,2025-02-10,Electronics,29.42,43.0,Central
2650,397,2025-02-10,Home,41.74,23.0,East
3384,1096,2025-02-10,Clothing,22.87,43.0,North
3754,323,2025-02-10,Beauty,5.14,34.0,North
167,386,2025-02-11,Clothing,9.19,41.0,Central
1270,59,2025-02-11,Grocery,30.38,35.0,North
1584,497,2025-02-11,Grocery,13.56,49.0,South
3040,238,2025-02-11,Beauty,7.08,27.0,Central
4227,540,2025-02-11,Sports,74.84,18.0,North
4635,122,2025-02-11,Home,102.99,46.0,North
699,61,2025-02-12,Beauty,10.25,42.0,Central
1610,152,2025-02-12,Grocery,12.23,32.0,North
2629,740,2025-02-12,Grocery,16.4,45.0,South
2985,864,2025-02-12,Beauty,22.96,39.0,South
3778,1021,2025-02-12,Beauty,9.84,32.0,Central
867,984,2025-02-13,Beauty,15.26,41.0,North
967,722,2025-02-13,Beauty,36.16,44.0,East
1073,908,2025-02-13,Grocery,19.99,33.0,Central
1479,277,2025-02-13,Grocery,7.78,28.0,West
1994,767,2025-02-13,Electronics,24.68,27.0,South
2010,759,2025-02-13,Electronics,24.31,32.0,East
2492,318,2025-02-13,Sports,21.45,45.0,South
2762,518,2025-02-13,Sports,50.47,37.0,East
2947,707,2025-02-13,Sports,15.72,43.0,South
2997,362,2025-02-13,Grocery,5.48,44.0,Central
3100,328,2025-02-13,Sports,28.29,20.0,South
3309,29,2025-02-13,Clothing,19.53,38.0,North
3490,853,2025-02-13,Home,44.39,31.0,Central
4217,587,2025-02-13,Sports,12.09,38.0,Central
4361,10,2025-02-13,Clothing,26.67,42.0,North
9,242,2025-02-14,Home,4.32,34.0,North
282,584,2025-02-14,Clothing,6.8,32.0,Central
958,762,2025-02-14,Grocery,17.83,48.0,East
1328,102,2025-02-14,Electronics,80.81,38.0,North
1837,1130,2025-02-14,Grocery,13.14,18.0,East
2421,311,2025-02-14,Grocery,26.71,29.0,South
2908,1139,2025-02-14,Beauty,19.2,33.0,West
3002,807,2025-02-14,Beauty,40.29,28.0,West
3739,802,2025-02-14,Beauty,41.03,21.0,Central
4858,758,2025-02-14,Home,13.54,33.0,South
253,226,2025-02-15,Clothing,6.53,29.0,Central
281,332,2025-02-15,Sports,8.69,32.0,West
575,9,2025-02-15,Clothing,17.4,30.0,Central
1485,498,2025-02-15,Sports,22.88,50.0,South
2283,389,2025-02-15,Grocery,13.77,24.0,Central
3333,298,2025-02-15,Grocery,11.56,32.0,East
3349,147,2025-02-15,Grocery,7.35,44.0,West
3453,543,2025-02-15,Grocery,9.97,46.0,South
3604,749,2025-02-15,Sports,27.67,48.0,South
3825,713,2025-02-15,Beauty,11.94,33.0,North
4642,40,2025-02-15,Grocery,5.9,30.0,West
4799,470,2025-02-15,Grocery,8.24,42.0,Central
4920,633,2025-02-15,Beauty,30.02,34.0,East
875,837,2025-02-16,Grocery,15.22,22.0,Central
1226,1164,2025-02-16,Grocery,6.2,37.0,South
1296,618,2025-02-16,Beauty,13.44,42.0,Central
2075,836,2025-02-16,Beauty,15.65,18.0,East
2673,1022,2025-02-16,Sports,12.26,44.0,North
2766,642,2025-02-16,Grocery,18.85,28.0,North
2787,340,2025-02-16,Home,30.01,38.0,West
3214,1158,2025-02-16,Home,41.86,25.0,South
3967,943,2025-02-16,Electronics,52.61,49.0,East
4575,854,2025-02-16,Grocery,10.86,38.0,East
4801,735,2025-02-16,Grocery,42.84,30.0,North
410,17,2025-02-17,Beauty,8.89,33.0,South
583,129,2025-02-17,Clothing,12.27,29.0,East
956,734,2025-02-17,Home,10.7,33.0,Central
1215,90,2025-02-17,Grocery,54.14,33.0,North
1346,1198,2025-02-17,Home,9.67,35.0,East
1548,1020,2025-02-17,Electronics,50.23,38.0,South
2122,1144,2025-02-17,Grocery,12.05,45.0,West
2458,1123,2025-02-17,Beauty,14.86,35.0,East
3278,296,2025-02-17,Home,9.69,27.0,Central
3721,767,2025-02-17,Beauty,14.35,27.0,East
4453,574,2025-02-17,Beauty,22.5,28.0,North
4540,1044,2025-02-17,Grocery,14.93,22.0,West
4810,967,2025-02-17,Beauty,16.41,28.0,North
463,899,2025-02-18,Grocery,21.82,25.0,North
840,1093,2025-02-18,Grocery,34.81,36.0,West
1032,208,2025-02-18,Electronics,20.94,28.0,South
1646,354,2025-02-18,Grocery,16.64,40.0,North
4749,1038,2025-02-18,Beauty,19.15,39.0,Central
207,918,2025-02-19,Grocery,8.74,40.0,East
478,22,2025-02-19,Electronics,32.08,39.0,East
779,326,2025-02-19,Home,18.39,33.0,West
1072,251,2025-02-19,Grocery,11.85,38.0,North
1207,619,2025-02-19,Clothing,14.49,47.0,East
2024,720,2025-02-19,Electronics,54.42,18.0,North
2718,829,2025-02-19,Beauty,67.4,33.0,West
3344,743,2025-02-19,Clothing,20.79,36.0,North
3469,630,2025-02-19,Electronics,22.11,49.0,North
3531,457,2025-02-19,Home,80.48,29.0,West
822,799,2025-02-20,Beauty,21.0,40.0,North
1550,6,2025-02-20,Clothing,11.36,24.0,West
1964,982,2025-02-20,Clothing,32.78,45.0,South
2070,504,2025-02-20,Home,9.79,43.0,West
2554,232,2025-02-20,Grocery,34.01,18.0,East
2696,444,2025-02-20,Electronics,30.18,43.0,Central
2806,1163,2025-02-20,Home,15.07,18.0,West
3919,73,2025-02-20,Beauty,39.23,29.0,South
4093,440,2025-02-20,Grocery,33.18,19.0,Central
4120,63,2025-02-20,Beauty,5.51,40.0,South
4147,497,2025-02-20,Grocery,6.7,49.0,South
4269,54,2025-02-20,Sports,15.73,43.0,West
4648,97,2025-02-20,Electronics,88.75,27.0,Central
4986,62,2025-02-20,Sports,22.41,22.0,Central
29,655,2025-02-21,Electronics,84.6,37.0,Central
2867,379,2025-02-21,Grocery,13.34,34.0,South
3124,737,2025-02-21,Grocery,26.39,40.0,Central
4077,1176,2025-02-21,Beauty,5.76,30.0,South
4357,1159,2025-02-21,Sports,9.85,25.0,North
1424,810,2025-02-22,Beauty,40.7,25.0,North
3241,251,2025-02-22,Grocery,6.58,38.0,North
3547,492,2025-02-22,Home,23.17,41.0,Central
3560,562,2025-02-22,Beauty,7.83,24.0,West
4769,137,2025-02-22,Home,40.75,46.0,North
4923,666,2025-02-22,Electronics,25.32,34.0,South
269,735,2025-02-23,Sports,20.6,30.0,West
516,127,2025-02-23,Sports,14.85,26.0,North
1028,337,2025-02-23,Grocery,21.62,31.0,Central
1388,391,2025-02-23,Grocery,13.51,37.0,West
1689,1128,2025-02-23,Electronics,23.21,33.0,East
1784,1146,2025-02-23,Grocery,13.48,24.0,West
1895,161,2025-02-23,Grocery,9.24,24.0,North
1970,184,2025-02-23,Electronics,28.96,31.0,South
3366,900,2025-02-23,Sports,47.71,22.0,South
3422,946,2025-02-23,Beauty,18.9,31.0,West
3717,420,2025-02-23,Grocery,11.99,24.0,West
4210,728,2025-02-23,Home,44.24,28.0,South
154,353,2025-02-24,Grocery,7.36,34.0,South
860,962,2025-02-24,Clothing,5.62,42.0,East
1357,413,2025-02-24,Clothing,60.89,26.0,East
2580,682,2025-02-24,Clothing,29.13,31.0,East
3055,946,2025-02-24,Sports,13.75,31.0,South
357,182,2025-02-25,Electronics,51.21,20.0,East
1448,1152,2025-02-25,Electronics,50.5,20.0,South
1524,181,2025-02-25,Grocery,10.56,29.0,North
2232,84,2025-02-25,Grocery,10.68,43.0,Central
2926,220,2025-02-25,Grocery,8.43,38.0,North
3085,408,2025-02-25,Grocery,17.64,29.0,East
3136,19,2025-02-25,Clothing,17.6,32.0,Central
3705,1134,2025-02-25,Electronics,38.39,31.0,North
4746,367,2025-02-25,Beauty,16.63,37.0,Central
4776,54,2025-02-25,Grocery,10.14,43.0,North
112,937,2025-02-26,Home,22.88,53.0,South
626,280,2025-02-26,Home,15.35,21.0,West
1665,631,2025-02-26,Clothing,27.18,30.0,West
1734,1039,2025-02-26,Beauty,14.14,44.0,North
4339,889,2025-02-26,Electronics,91.4,36.0,South
572,500,2025-02-27,Grocery,45.69,27.0,East
1267,67,2025-02-27,Grocery,21.99,19.0,East
1798,223,2025-02-27,Grocery,8.18,33.0,South
1857,450,2025-02-27,Grocery,15.38,27.0,South
1902,638,2025-02-27,Electronics,61.44,18.0,East
2819,153,2025-02-27,Sports,13.54,39.0,South
3712,1199,2025-02-27,Grocery,9.36,49.0,West
4293,592,2025-02-27,Home,11.61,20.0,East
4687,1139,2025-02-27,Beauty,5.25,33.0,South
4790,715,2025-02-27,Sports,15.55,29.0,East
4900,703,2025-02-27,Sports,27.77,31.0,West
66,391,2025-02-28,Electronics,37.57,37.0,Central
323,738,2025-02-28,Beauty,20.75,31.0,South
1258,667,2025-02-28,Grocery,9.56,38.0,South
1332,862,2025-02-28,Sports,12.78,45.0,Central
1547,825,2025-02-28,Grocery,7.28,39.0,East
1731,935,2025-02-28,Beauty,12.98,30.0,Central
1951,1099,2025-02-28,Electronics,20.75,33.0,Central
3296,956,2025-02-28,Clothing,37.77,33.0,South
3463,1041,2025-02-28,Home,31.57,27.0,East
4276,929,2025-02-28,Grocery,17.74,24.0,West
402,933,2025-03-01,Grocery,13.66,33.0,North
913,452,2025-03-01,Electronics,31.4,44.0,West
2571,963,2025-03-01,Home,20.8,29.0,West
2957,119,2025-03-01,Clothing,18.38,36.0,South
3600,747,2025-03-01,Clothing,57.94,34.0,West
4715,34,2025-03-01,Grocery,9.21,25.0,West
4947,444,2025-03-01,Beauty,19.64,43.0,North
574,60,2025-03-02,Beauty,35.24,45.0,East
1772,453,2025-03-02,Electronics,70.68,34.0,East
2381,216,2025-03-02,Clothing,48.16,34.0,West
2583,350,2025-03-02,Grocery,8.37,28.0,West
2638,893,2025-03-02,Sports,37.93,38.0,West
2674,226,2025-03-02,Clothing,16.02,29.0,West
3198,975,2025-03-02,Grocery,44.37,56.0,Central
3530,145,2025-03-02,Clothing,9.38,27.0,East
4322,538,2025-03-02,Clothing,18.7,29.0,West
670,159,2025-03-03,Beauty,25.57,35.0,North
723,1015,2025-03-03,Grocery,2.68,31.0,North
854,287,2025-03-03,Clothing,13.25,50.0,West
1251,291,2025-03-03,Beauty,11.44,30.0,East
2408,853,2025-03-03,Electronics,46.6,31.0,South
3440,996,2025-03-03,Grocery,42.58,31.0,North
3893,524,2025-03-03,Beauty,17.62,48.0,Central
4087,324,2025-03-03,Clothing,23.92,52.0,North
4341,63,2025-03-03,Grocery,29.74,40.0,West
4580,351,2025-03-03,Grocery,9.89,33.0,South
4,527,2025-03-04,Grocery,19.13,29.0,North
23,220,2025-03-04,Beauty,41.6,38.0,South
2682,122,2025-03-04,Home,28.1,46.0,South
3401,978,2025-03-04,Electronics,89.37,25.0,South
3685,1171,2025-03-04,Grocery,13.76,25.0,South
4104,20,2025-03-04,Home,24.18,18.0,Central
4474,164,2025-03-04,Grocery,18.77,43.0,North
4666,993,2025-03-04,Home,43.36,23.0,East
4818,396,2025-03-04,Grocery,10.15,46.0,Central
919,306,2025-03-05,Beauty,37.74,24.0,Central
955,943,2025-03-05,Clothing,11.78,49.0,Central
1097,1003,2025-03-05,Grocery,15.34,28.0,North
1223,1154,2025-03-05,Electronics,107.52,28.0,North
2018,872,2025-03-05,Grocery,9.48,31.0,Central
2201,440,2025-03-05,Clothing,22.37,19.0,Central
2546,478,2025-03-05,Clothing,28.35,38.0,West
3415,717,2025-03-05,Grocery,20.27,27.0,South
3647,771,2025-03-05,Home,41.68,29.0,West
3801,1108,2025-03-05,Grocery,26.15,54.0,South
3913,230,2025-03-05,Home,9.3,28.0,Central
4056,454,2025-03-05,Sports,41.55,27.0,North
4161,484,2025-03-05,Clothing,40.65,41.0,East
4307,888,2025-03-05,Beauty,15.64,49.0,South
4624,95,2025-03-05,Home,11.77,51.0,West
4756,723,2025-03-05,Clothing,31.89,32.0,Central
124,566,2025-03-06,Electronics,50.34,18.0,North
598,936,2025-03-06,Clothing,18.63,30.0,East
644,578,2025-03-06,Clothing,11.6,32.0,Central
1350,715,2025-03-06,Home,41.04,29.0,Central
1718,455,2025-03-06,Beauty,9.81,23.0,West
1894,853,2025-03-06,Grocery,7.34,31.0,West
2053,434,2025-03-06,Clothing,45.78,45.0,North
2328,202,2025-03-06,Clothing,10.1,34.0,North
3317,759,2025-03-06,Sports,22.56,32.0,South
3359,225,2025-03-06,Beauty,24.93,34.0,East
3434,405,2025-03-06,Home,20.65,35.0,West
3671,173,2025-03-06,Grocery,16.87,28.0,Central
4162,471,2025-03-06,Beauty,6.68,47.0,West
4351,731,2025-03-06,Beauty,11.22,32.0,North
4597,1079,2025-03-06,Grocery,9.07,47.0,North
4789,368,2025-03-06,Grocery,10.19,39.0,East
129,690,2025-03-07,Sports,63.68,22.0,North
1212,939,2025-03-07,Home,18.24,47.0,West
1454,296,2025-03-07,Clothing,59.72,27.0,North
1853,546,2025-03-07,Home,16.87,18.0,South
1974,410,2025-03-07,Sports,23.91,36.0,South
2445,718,2025-03-07,Grocery,12.63,51.0,East
3839,1152,2025-03-07,Grocery,20.99,20.0,East
4531,37,2025-03-07,Electronics,32.05,18.0,South
4671,116,2025-03-07,Clothing,43.68,25.0,East
518,80,2025-03-08,Grocery,9.67,45.0,West
536,185,2025-03-08,Beauty,15.89,49.0,South
643,1026,2025-03-08,Beauty,20.11,37.0,West
848,62,2025-03-08,Grocery,2.81,22.0,North
1509,1036,2025-03-08,Electronics,12.42,24.0,Central
2317,105,2025-03-08,Beauty,12.6,23.0,Central
2726,743,2025-03-08,Clothing,10.57,36.0,North
3211,1153,2025-03-08,Clothing,21.76,24.0,West
3511,1166,2025-03-08,Clothing,35.2,24.0,South
3887,100,2025-03-08,Grocery,34.97,32.0,Central
4061,174,2025-03-08,Beauty,98.29,19.0,North
4108,1012,2025-03-08,Clothing,8.07,26.0,South
4169,609,2025-03-08,Grocery,11.16,43.0,East
4226,214,2025-03-08,Beauty,13.55,37.0,Central
403,385,2025-03-09,Clothing,25.17,32.0,East
828,1077,2025-03-09,Grocery,9.81,39.0,East
1085,241,2025-03-09,Grocery,27.8,25.0,South
1236,416,2025-03-09,Grocery,7.1,30.0,East
1429,321,2025-03-09,Electronics,33.75,29.0,North
2256,824,2025-03-09,Grocery,18.57,48.0,Central
3087,219,2025-03-09,Sports,27.08,45.0,South
3397,545,2025-03-09,Electronics,28.5,39.0,North
4003,43,2025-03-09,Electronics,16.76,45.0,West
376,114,2025-03-10,Home,62.01,30.0,West
1344,690,2025-03-10,Electronics,24.53,22.0,North
1692,1068,2025-03-10,Grocery,8.81,35.0,West
2291,474,2025-03-10,Clothing,21.8,38.0,West
2717,521,2025-03-10,Electronics,16.63,38.0,East
3179,259,2025-03-10,Electronics,22.94,24.0,South
3915,948,2025-03-10,Clothing,43.69,25.0,Central
4170,810,2025-03-10,Clothing,10.14,25.0,West
4919,1014,2025-03-10,Grocery,7.61,44.0,West
259,211,2025-03-11,Clothing,45.3,34.0,South
2416,584,2025-03-11,Beauty,15.59,32.0,Central
2739,591,2025-03-11,Grocery,23.68,36.0,South
2993,232,2025-03-11,Grocery,13.18,18.0,West
3104,527,2025-03-11,Home,39.34,29.0,West
4392,980,2025-03-11,Beauty,26.14,48.0,East
204,840,2025-03-12,Electronics,27.3,38.0,East
447,377,2025-03-12,Beauty,11.94,35.0,Central
811,54,2025-03-12,Electronics,22.65,43.0,South
870,49,2025-03-12,Grocery,15.03,34.0,Central
1720,621,2025-03-12,Clothing,60.9,33.0,Central
2250,509,2025-03-12,Home,33.89,28.0,East
2812,344,2025-03-12,Electronics,36.91,35.0,West
2917,746,2025-03-12,Beauty,7.43,47.0,East
4836,634,2025-03-12,Grocery,11.66,53.0,South
218,116,2025-03-13,Grocery,3.47,25.0,North
369,27,2025-03-13,Beauty,5.29,35.0,East
1767,606,2025-03-13,Beauty,6.74,32.0,East
2614,717,2025-03-13,Clothing,11.6,27.0,West
3321,103,2025-03-13,Grocery,43.89,24.0,North
3929,796,2025-03-13,Clothing,30.03,32.0,West
4074,1131,2025-03-13,Home,72.68,38.0,East
4646,484,2025-03-13,Electronics,50.94,41.0,Central
298,527,2025-03-14,Grocery,14.28,29.0,East
889,19,2025-03-14,Beauty,10.43,32.0,South
1562,306,2025-03-14,Clothing,63.87,24.0,East
2784,1005,2025-03-14,Grocery,30.65,43.0,East
2935,970,2025-03-14,Home,30.19,30.0,Central
4309,964,2025-03-14,Clothing,12.74,43.0,East
2538,599,2025-03-15,Beauty,23.21,34.0,East
2547,954,2025-03-15,Electronics,27.02,23.0,Central
3056,575,2025-03-15,Electronics,57.77,34.0,South
4163,676,2025-03-15,Home,41.14,34.0,Central
4730,799,2025-03-15,Sports,8.12,40.0,East
4865,1056,2025-03-15,Grocery,21.23,36.0,North
4989,1119,2025-03-15,Clothing,12.58,46.0,East
714,917,2025-03-16,Home,30.47,37.0,North
1166,126,2025-03-16,Home,21.36,38.0,East
2413,1118,2025-03-16,Grocery,8.36,26.0,Central
2467,362,2025-03-16,Grocery,6.65,44.0,South
2561,693,2025-03-16,Sports,12.37,37.0,South
2838,1079,2025-03-16,Home,27.62,47.0,South
3093,863,2025-03-16,Clothing,23.77,44.0,East
3726,1189,2025-03-16,Sports,9.99,35.0,Central
3908,1165,2025-03-16,Beauty,13.4,50.0,East
4132,1117,2025-03-16,Home,28.57,39.0,Central
4350,423,2025-03-16,Grocery,9.44,35.0,Central
4629,915,2025-03-16,Sports,28.45,41.0,West
4849,184,2025-03-16,Clothing,44.07,31.0,South
15,861,2025-03-17,Grocery,13.46,41.0,Central
143,332,2025-03-17,Clothing,23.02,32.0,South
1153,518,2025-03-17,Clothing,44.41,37.0,South
1343,144,2025-03-17,Beauty,14.94,28.0,South
1481,182,2025-03-17,Beauty,39.15,20.0,West
1755,752,2025-03-17,Clothing,5.5,45.0,West
1822,918,2025-03-17,Sports,43.61,40.0,South
1846,741,2025-03-17,Grocery,11.39,36.0,East
2287,1088,2025-03-17,Beauty,47.24,18.0,East
3204,169,2025-03-17,Electronics,47.58,42.0,South
3936,1019,2025-03-17,Sports,38.84,23.0,East
4534,902,2025-03-17,Electronics,25.6,27.0,South
4843,118,2025-03-17,Grocery,11.4,30.0,South
553,994,2025-03-18,Clothing,28.46,50.0,Central
879,658,2025-03-18,Home,36.18,25.0,South
923,536,2025-03-18,Home,11.24,43.0,West
1013,296,2025-03-18,Grocery,31.19,27.0,West
1228,1182,2025-03-18,Clothing,23.16,35.0,West
2222,185,2025-03-18,Grocery,13.09,49.0,East
2541,348,2025-03-18,Sports,11.27,48.0,South
3073,289,2025-03-18,Grocery,10.36,31.0,East
3133,913,2025-03-18,Beauty,45.4,34.0,South
3706,601,2025-03-18,Clothing,63.79,46.0,West
4696,1003,2025-03-18,Clothing,30.78,28.0,West
4855,67,2025-03-18,Grocery,11.83,19.0,Central
4898,700,2025-03-18,Beauty,25.77,18.0,North
4899,909,2025-03-18,Home,22.35,47.0,North
138,37,2025-03-19,Grocery,8.96,18.0,West
361,1015,2025-03-19,Home,44.47,31.0,Central
954,514,2025-03-19,Grocery,14.14,41.0,West
994,518,2025-03-19,Sports,38.57,37.0,North
3109,1081,2025-03-19,Home,25.0,44.0,Central
3358,1053,2025-03-19,Grocery,5.99,37.0,North
3480,936,2025-03-19,Beauty,22.59,30.0,Central
3952,264,2025-03-19,Electronics,22.1,46.0,West
4066,414,2025-03-19,Home,26.93,37.0,East
4560,779,2025-03-19,Home,28.86,24.0,South
186,536,2025-03-20,Beauty,11.57,43.0,North
522,176,2025-03-20,Grocery,11.67,41.0,West
2091,1065,2025-03-20,Electronics,35.03,41.0,East
2592,455,2025-03-20,Sports,26.79,23.0,Central
2686,579,2025-03-20,Beauty,28.17,31.0,East
2861,233,2025-03-20,Home,36.71,43.0,East
2955,333,2025-03-20,Beauty,27.44,18.0,Central
3054,430,2025-03-20,Home,27.69,30.0,South
3373,371,2025-03-20,Grocery,7.0,27.0,North
3788,26,2025-03-20,Home,36.22,54.0,South
3906,916,2025-03-20,Grocery,8.91,45.0,Central
3923,578,2025-03-20,Grocery,27.4,32.0,East
4563,25,2025-03-20,Grocery,30.86,25.0,Central
735,250,2025-03-21,Grocery,8.07,25.0,South
944,570,2025-03-21,Beauty,50.07,21.0,East
1135,737,2025-03-21,Clothing,30.0,40.0,West
1241,610,2025-03-21,Home,15.04,49.0,West
2960,574,2025-03-21,Sports,29.43,28.0,Central
4208,1125,2025-03-21,Clothing,19.46,42.0,Central
4965,1134,2025-03-21,Grocery,8.27,31.0,East
554,382,2025-03-22,Grocery,19.5,21.0,North
674,115,2025-03-22,Electronics,47.42,29.0,West
812,1056,2025-03-22,Grocery,14.24,36.0,East
899,85,2025-03-22,Electronics,78.36,36.0,North
1106,218,2025-03-22,Sports,14.48,32.0,North
1408,1050,2025-03-22,Grocery,10.97,18.0,South
1787,238,2025-03-22,Electronics,15.51,27.0,West
2594,114,2025-03-22,Beauty,27.63,30.0,South
2876,619,2025-03-22,Grocery,12.47,47.0,South
3033,676,2025-03-22,Electronics,48.38,36.0,North
3154,952,2025-03-22,Beauty,28.75,20.0,West
4270,606,2025-03-22,Beauty,16.0,32.0,East
1216,137,2025-03-23,Grocery,10.14,46.0,North
1390,1091,2025-03-23,Grocery,32.48,36.0,South
1458,547,2025-03-23,Home,28.48,28.0,North
1736,958,2025-03-23,Sports,27.35,39.0,Central
1800,627,2025-03-23,Grocery,10.15,33.0,South
2103,207,2025-03-23,Electronics,72.59,35.0,East
3059,467,2025-03-23,Home,63.68,18.0,East
3144,682,2025-03-23,Clothing,8.99,31.0,West
3663,1162,2025-03-23,Sports,14.61,28.0,Central
3823,658,2025-03-23,Home,27.8,25.0,South
3946,880,2025-03-23,Home,19.8,22.0,West
3957,626,2025-03-23,Home,15.42,39.0,South
4121,872,2025-03-23,Home,85.16,31.0,East
